,tokens,labels
4273,"['He', 'was', 'tall', ',', 'thin', ',', 'and', 'very', 'old', ',', 'judging', 'by', 'the', 'silver', 'of', 'his', 'hair', 'and', 'beard', ',', 'which', 'were', 'both', 'long', 'enough', 'to', 'tuck', 'into', 'his', 'belt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4274,"['He', 'was', 'wearing', 'long', 'robes', ',', 'a', 'purple', 'cloak', 'that', 'swept', 'the', 'ground', ',', 'and', 'high-heeled', ',', 'buckled', 'boots', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4275,"['His', 'blue', 'eyes', 'were', 'light', ',', 'bright', ',', 'and', 'sparkling', 'behind', 'half-moon', 'spectacles', 'and', 'his', 'nose', 'was', 'very', 'long', 'and', 'crooked', ',', 'as', 'though', 'it', 'had', 'been', 'broken', 'at', 'least', 'twice', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4276,"['This', 'man', ""'s"", 'name', 'was', 'Albus', 'Dumbledore', '.']","[0, 0, 0, 0, 0, 1, 2, 0]"
4277,"['Albus', 'Dumbledore', 'did', ""n't"", 'seem', 'to', 'realize', 'that', 'he', 'had', 'just', 'arrived', 'in', 'a', 'street', 'where', 'everything', 'from', 'his', 'name', 'to', 'his', 'boots', 'was', 'unwelcome', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4278,"['He', 'was', 'busy', 'rummaging', 'in', 'his', 'cloak', ',', 'looking', 'for', 'something', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4279,"['But', 'he', 'did', 'seem', 'to', 'realize', 'he', 'was', 'being', 'watched', ',', 'because', 'he', 'looked', 'up', 'suddenly', 'at', 'the', 'cat', ',', 'which', 'was', 'still', 'staring', 'at', 'him', 'from', 'the', 'other', 'end', 'of', 'the', 'street', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4280,"['For', 'some', 'reason', ',', 'the', 'sight', 'of', 'the', 'cat', 'seemed', 'to', 'amuse', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4281,"['He', 'chuckled', 'and', 'muttered', ',', '""', 'I', 'should', 'have', 'known', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4282,"['He', 'found', 'what', 'he', 'was', 'looking', 'for', 'in', 'his', 'inside', 'pocket', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4283,"['It', 'seemed', 'to', 'be', 'a', 'silver', 'cigarette', 'lighter', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4284,"['He', 'flicked', 'it', 'open', ',', 'held', 'it', 'up', 'in', 'the', 'air', ',', 'and', 'clicked', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4285,"['The', 'nearest', 'street', 'lamp', 'went', 'out', 'with', 'a', 'little', 'pop', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4286,"['He', 'clicked', 'it', 'again', '--', 'the', 'next', 'lamp', 'flickered', 'into', 'darkness', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4287,"['Twelve', 'times', 'he', 'clicked', 'the', 'Put-Outer', ',', 'until', 'the', 'only', 'lights', 'left', 'on', 'the', 'whole', 'street', 'were', 'two', 'tiny', 'pinpricks', 'in', 'the', 'distance', ',', 'which', 'were', 'the', 'eyes', 'of', 'the', 'cat', 'watching', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4288,"['If', 'anyone', 'looked', 'out', 'of', 'their', 'window', 'now', ',', 'even', 'beady-eyed', 'Mrs.', 'Dursley', ',', 'they', 'would', ""n't"", 'be', 'able', 'to', 'see', 'anything', 'that', 'was', 'happening', 'down', 'on', 'the', 'pavement', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4289,"['Dumbledore', 'slipped', 'the', 'Put-Outer', 'back', 'inside', 'his', 'cloak', 'and', 'set', 'off', 'down', 'the', 'street', 'toward', 'number', 'four', ',', 'where', 'he', 'sat', 'down', 'on', 'the', 'wall', 'next', 'to', 'the', 'cat', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4290,"['He', 'did', ""n't"", 'look', 'at', 'it', ',', 'but', 'after', 'a', 'moment', 'he', 'spoke', 'to', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4291,"['""', 'Fancy', 'seeing', 'you', 'here', ',', 'Professor', 'McGonagall', '.', '""']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0]"
4292,"['He', 'turned', 'to', 'smile', 'at', 'the', 'tabby', ',', 'but', 'it', 'had', 'gone', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4293,"['Instead', 'he', 'was', 'smiling', 'at', 'a', 'rather', 'severe-looking', 'woman', 'who', 'was', 'wearing', 'square', 'glasses', 'exactly', 'the', 'shape', 'of', 'the', 'markings', 'the', 'cat', 'had', 'had', 'around', 'its', 'eyes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4294,"['She', ',', 'too', ',', 'was', 'wearing', 'a', 'cloak', ',', 'an', 'emerald', 'one', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4295,"['Her', 'black', 'hair', 'was', 'drawn', 'into', 'a', 'tight', 'bun', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4296,"['She', 'looked', 'distinctly', 'ruffled', '.']","[0, 0, 0, 0, 0]"
4297,"['""', 'How', 'did', 'you', 'know', 'it', 'was', 'me', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4298,"['she', 'asked', '.']","[0, 0, 0]"
4299,"['""', 'My', 'dear', 'Professor', ',', 'I', ""'ve"", 'never', 'seen', 'a', 'cat', 'sit', 'so', 'stiffly', '.', '""']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4300,"['""', 'You', ""'d"", 'be', 'stiff', 'if', 'you', ""'d"", 'been', 'sitting', 'on', 'a', 'brick', 'wall', 'all', 'day', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4301,"['said', 'Professor', 'McGonagall', '.']","[0, 1, 2, 0]"
4302,"['""', 'All', 'day', '?']","[0, 0, 0, 0]"
4303,"['When', 'you', 'could', 'have', 'been', 'celebrating', '?']","[0, 0, 0, 0, 0, 0, 0]"
4304,"['I', 'must', 'have', 'passed', 'a', 'dozen', 'feasts', 'and', 'parties', 'on', 'my', 'way', 'here', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4305,"['Professor', 'McGonagall', 'sniffed', 'angrily', '.']","[1, 2, 0, 0, 0]"
4306,"['""', 'Oh', 'yes', ',', 'everyone', ""'s"", 'celebrating', ',', 'all', 'right', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4307,"['she', 'said', 'impatiently', '.']","[0, 0, 0, 0]"
4308,"['""', 'You', ""'d"", 'think', 'they', ""'d"", 'be', 'a', 'bit', 'more', 'careful', ',', 'but', 'no', '--', 'even', 'the', 'Muggles', 'have', 'noticed', 'something', ""'s"", 'going', 'on', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4309,"['It', 'was', 'on', 'their', 'news', '.', '""']","[0, 0, 0, 0, 0, 0, 0]"
4310,"['She', 'jerked', 'her', 'head', 'back', 'at', 'the', 'Dursleys', ""'"", 'dark', 'living-room', 'window', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
4311,"['""', 'I', 'heard', 'it', '.']","[0, 0, 0, 0, 0]"
4312,"['Flocks', 'of', 'owls', '...', 'shooting', 'stars', '...', 'Well', ',', 'they', ""'re"", 'not', 'completely', 'stupid', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4313,"['They', 'were', 'bound', 'to', 'notice', 'something', '.']","[0, 0, 0, 0, 0, 0, 0]"
4314,"['Shooting', 'stars', 'down', 'in', 'Kent', '--', 'I', ""'ll"", 'bet', 'that', 'was', 'Dedalus', 'Diggle', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
4315,"['He', 'never', 'had', 'much', 'sense', '.', '""']","[0, 0, 0, 0, 0, 0, 0]"
4316,"['""', 'You', 'ca', ""n't"", 'blame', 'them', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
4317,"['said', 'Dumbledore', 'gently', '.']","[0, 1, 0, 0]"
4318,"['""', 'We', ""'ve"", 'had', 'precious', 'little', 'to', 'celebrate', 'for', 'eleven', 'years', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4319,"['""', 'I', 'know', 'that', ',', '""']","[0, 0, 0, 0, 0, 0]"
4320,"['said', 'Professor', 'McGonagall', 'irritably', '.']","[0, 1, 2, 0, 0]"
4321,"['""', 'But', 'that', ""'s"", 'no', 'reason', 'to', 'lose', 'our', 'heads', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4322,"['People', 'are', 'being', 'downright', 'careless', ',', 'out', 'on', 'the', 'streets', 'in', 'broad', 'daylight', ',', 'not', 'even', 'dressed', 'in', 'Muggle', 'clothes', ',', 'swapping', 'rumors', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4323,"['She', 'threw', 'a', 'sharp', ',', 'sideways', 'glance', 'at', 'Dumbledore', 'here', ',', 'as', 'though', 'hoping', 'he', 'was', 'going', 'to', 'tell', 'her', 'something', ',', 'but', 'he', 'did', ""n't"", ',', 'so', 'she', 'went', 'on', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4324,"['""', 'A', 'fine', 'thing', 'it', 'would', 'be', 'if', ',', 'on', 'the', 'very', 'day', 'YouKnow-Who', 'seems', 'to', 'have', 'disappeared', 'at', 'last', ',', 'the', 'Muggles', 'found', 'out', 'about', 'us', 'all', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4325,"['I', 'suppose', 'he', 'really', 'has', 'gone', ',', 'Dumbledore', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
4326,"['""', 'It', 'certainly', 'seems', 'so', ',', '""']","[0, 0, 0, 0, 0, 0, 0]"
4327,"['said', 'Dumbledore', '.']","[0, 1, 0]"
4328,"['""', 'We', 'have', 'much', 'to', 'be', 'thankful', 'for', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4329,"['Would', 'you', 'care', 'for', 'a', 'lemon', 'drop', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4330,"['""', 'A', 'what', '?', '""']","[0, 0, 0, 0, 0]"
4331,"['""', 'A', 'lemon', 'drop', '.']","[0, 0, 0, 0, 0]"
4332,"['They', ""'re"", 'a', 'kind', 'of', 'Muggle', 'sweet', 'I', ""'m"", 'rather', 'fond', 'of', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4333,"['""', 'No', ',', 'thank', 'you', ',', '""']","[0, 0, 0, 0, 0, 0, 0]"
4334,"['said', 'Professor', 'McGonagall', 'coldly', ',', 'as', 'though', 'she', 'did', ""n't"", 'think', 'this', 'was', 'the', 'moment', 'for', 'lemon', 'drops', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4335,"['""', 'As', 'I', 'say', ',', 'even', 'if', 'You-Know-Who', 'has', 'gone', '-', '""']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
4336,"['""', 'My', 'dear', 'Professor', ',', 'surely', 'a', 'sensible', 'person', 'like', 'yourself', 'can', 'call', 'him', 'by', 'his', 'name', '?']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4337,"['All', 'this', ""'"", 'You', '-', 'Know-Who', ""'"", 'nonsense', '--', 'for', 'eleven', 'years', 'I', 'have', 'been', 'trying', 'to', 'persuade', 'people', 'to', 'call', 'him', 'by', 'his', 'proper', 'name', ':', 'Voldemort', '.', '""']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
4338,"['Professor', 'McGonagall', 'flinched', ',', 'but', 'Dumbledore', ',', 'who', 'was', 'unsticking', 'two', 'lemon', 'drops', ',', 'seemed', 'not', 'to', 'notice', '.']","[1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4339,"['""', 'It', 'all', 'gets', 'so', 'confusing', 'if', 'we', 'keep', 'saying', ""'"", 'You-Know-Who', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
4340,"[""'"", 'I', 'have', 'never', 'seen', 'any', 'reason', 'to', 'be', 'frightened', 'of', 'saying', 'Voldemort', ""'s"", 'name', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
4341,"['""', 'I', 'know', 'you', 'haven', ""'"", 't', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4342,"['said', 'Professor', 'McGonagall', ',', 'sounding', 'half', 'exasperated', ',', 'half', 'admiring', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4343,"['""', 'But', 'you', ""'re"", 'different', '.']","[0, 0, 0, 0, 0, 0]"
4344,"['Everyone', 'knows', 'you', ""'re"", 'the', 'only', 'one', 'You-Know', '-', 'oh', ',', 'all', 'right', ',', 'Voldemort', ',', 'was', 'frightened', 'of', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
4345,"['""', 'You', 'flatter', 'me', ',', '""']","[0, 0, 0, 0, 0, 0]"
4346,"['said', 'Dumbledore', 'calmly', '.']","[0, 1, 0, 0]"
4347,"['""', 'Voldemort', 'had', 'powers', 'I', 'will', 'never', 'have', '.', '""']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
4348,"['""', 'Only', 'because', 'you', ""'re"", 'too', '--', 'well', '--', 'noble', 'to', 'use', 'them', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4349,"['""', 'It', ""'s"", 'lucky', 'it', ""'s"", 'dark', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
4350,"['I', 'have', ""n't"", 'blushed', 'so', 'much', 'since', 'Madam', 'Pomfrey', 'told', 'me', 'she', 'liked', 'my', 'new', 'earmuffs', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4351,"['Professor', 'McGonagall', 'shot', 'a', 'sharp', 'look', 'at', 'Dumbledore', 'and', 'said', ',', '""', 'The', 'owls', 'are', 'nothing', 'next', 'to', 'the', 'rumors', 'that', 'are', 'flying', 'around', '.']","[1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4352,"['You', 'know', 'what', 'everyone', ""'s"", 'saying', '?']","[0, 0, 0, 0, 0, 0, 0]"
4353,"['About', 'why', 'he', ""'s"", 'disappeared', '?']","[0, 0, 0, 0, 0, 0]"
4354,"['About', 'what', 'finally', 'stopped', 'him', '?', '""']","[0, 0, 0, 0, 0, 0, 0]"
4355,"['It', 'seemed', 'that', 'Professor', 'McGonagall', 'had', 'reached', 'the', 'point', 'she', 'was', 'most', 'anxious', 'to', 'discuss', ',', 'the', 'real', 'reason', 'she', 'had', 'been', 'waiting', 'on', 'a', 'cold', ',', 'hard', 'wall', 'all', 'day', ',', 'for', 'neither', 'as', 'a', 'cat', 'nor', 'as', 'a', 'woman', 'had', 'she', 'fixed', 'Dumbledore', 'with', 'such', 'a', 'piercing', 'stare', 'as', 'she', 'did', 'now', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4356,"['It', 'was', 'plain', 'that', 'whatever', ""'"", 'everyone', ""'"", 'was', 'saying', ',', 'she', 'was', 'not', 'going', 'to', 'believe', 'it', 'until', 'Dumbledore', 'told', 'her', 'it', 'was', 'true', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
4357,"['Dumbledore', ',', 'however', ',', 'was', 'choosing', 'another', 'lemon', 'drop', 'and', 'did', 'not', 'answer', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4358,"['""', 'What', 'they', ""'re"", 'saying', ',', '""']","[0, 0, 0, 0, 0, 0, 0]"
4359,"['she', 'pressed', 'on', ',', '""', 'is', 'that', 'last', 'night', 'Voldemort', 'turned', 'up', 'in', 'Godric', ""'s"", 'Hollow', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
4360,"['He', 'went', 'to', 'find', 'the', 'Potters', '.']","[0, 0, 0, 0, 0, 1, 0]"
4361,"['The', 'rumor', 'is', 'that', 'Lily', 'and', 'James', 'Potter', 'are', '--', 'are', '--', 'that', 'they', ""'re"", '--', 'dead', '.', '""']","[0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4362,"['Dumbledore', 'bowed', 'his', 'head', '.']","[1, 0, 0, 0, 0]"
4363,"['Professor', 'McGonagall', 'gasped', '.']","[1, 2, 0, 0]"
4364,"['""', 'Lily', 'and', 'James', '...', 'I', 'ca', ""n't"", 'believe', 'it', '...', 'I', 'did', ""n't"", 'want', 'to', 'believe', 'it', '...', 'Oh', ',', 'Albus', '...', '""']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
4365,"['Dumbledore', 'reached', 'out', 'and', 'patted', 'her', 'on', 'the', 'shoulder', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4366,"['""', 'I', 'know', '...', 'I', 'know', '...', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
4367,"['he', 'said', 'heavily', '.']","[0, 0, 0, 0]"
4368,"['Professor', 'McGonagall', ""'s"", 'voice', 'trembled', 'as', 'she', 'went', 'on', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4369,"['""', 'That', ""'s"", 'not', 'all', '.']","[0, 0, 0, 0, 0, 0]"
4370,"['They', ""'re"", 'saying', 'he', 'tried', 'to', 'kill', 'the', 'Potter', ""'s"", 'son', ',', 'Harry', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
4371,"['But', '--', 'he', 'could', ""n't"", '.']","[0, 0, 0, 0, 0, 0]"
4372,"['He', 'could', ""n't"", 'kill', 'that', 'little', 'boy', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
4373,"['No', 'one', 'knows', 'why', ',', 'or', 'how', ',', 'but', 'they', ""'re"", 'saying', 'that', 'when', 'he', 'could', ""n't"", 'kill', 'Harry', 'Potter', ',', 'Voldemort', ""'s"", 'power', 'somehow', 'broke', '--', 'and', 'that', ""'s"", 'why', 'he', ""'s"", 'gone', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4374,"['Dumbledore', 'nodded', 'glumly', '.']","[1, 0, 0, 0]"
4375,"['""', 'It', ""'s"", '--', 'it', ""'s"", 'true', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4376,"['faltered', 'Professor', 'McGonagall', '.']","[0, 1, 2, 0]"
4377,"['""', 'After', 'all', 'he', ""'s"", 'done', '...', 'all', 'the', 'people', 'he', ""'s"", 'killed', '...', 'he', 'could', ""n't"", 'kill', 'a', 'little', 'boy', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4378,"['It', ""'s"", 'just', 'astounding', '...', 'of', 'all', 'the', 'things', 'to', 'stop', 'him', '...', 'but', 'how', 'in', 'the', 'name', 'of', 'heaven', 'did', 'Harry', 'survive', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
4379,"['""', 'We', 'can', 'only', 'guess', ',', '""']","[0, 0, 0, 0, 0, 0, 0]"
4380,"['said', 'Dumbledore', '.']","[0, 1, 0]"
4381,"['""', 'We', 'may', 'never', 'know', '.', '""']","[0, 0, 0, 0, 0, 0, 0]"
4382,"['Professor', 'McGonagall', 'pulled', 'out', 'a', 'lace', 'handkerchief', 'and', 'dabbed', 'at', 'her', 'eyes', 'beneath', 'her', 'spectacles', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4383,"['Dumbledore', 'gave', 'a', 'great', 'sniff', 'as', 'he', 'took', 'a', 'golden', 'watch', 'from', 'his', 'pocket', 'and', 'examined', 'it', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4384,"['It', 'was', 'a', 'very', 'odd', 'watch', '.']","[0, 0, 0, 0, 0, 0, 0]"
4385,"['It', 'had', 'twelve', 'hands', 'but', 'no', 'numbers', ';', 'instead', ',', 'little', 'planets', 'were', 'moving', 'around', 'the', 'edge', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4386,"['It', 'must', 'have', 'made', 'sense', 'to', 'Dumbledore', ',', 'though', ',', 'because', 'he', 'put', 'it', 'back', 'in', 'his', 'pocket', 'and', 'said', ',', '""', 'Hagrid', ""'s"", 'late', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
4387,"['I', 'suppose', 'it', 'was', 'he', 'who', 'told', 'you', 'I', ""'d"", 'be', 'here', ',', 'by', 'the', 'way', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4388,"['""', 'Yes', ',', '""']","[0, 0, 0, 0]"
4389,"['said', 'Professor', 'McGonagall', '.']","[0, 1, 2, 0]"
4390,"['""', 'And', 'I', 'do', ""n't"", 'suppose', 'you', ""'re"", 'going', 'to', 'tell', 'me', 'why', 'you', ""'re"", 'here', ',', 'of', 'all', 'places', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4391,"['""', 'I', ""'ve"", 'come', 'to', 'bring', 'Harry', 'to', 'his', 'aunt', 'and', 'uncle', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
4392,"['They', ""'re"", 'the', 'only', 'family', 'he', 'has', 'left', 'now', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4393,"['""', 'You', 'do', ""n't"", 'mean', '--', 'you', 'ca', ""n't"", 'mean', 'the', 'people', 'who', 'live', 'here', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4394,"['cried', 'Professor', 'McGonagall', ',', 'jumping', 'to', 'her', 'feet', 'and', 'pointing', 'at', 'number', 'four', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4395,"['""', 'Dumbledore', '--', 'you', 'ca', ""n't"", '.']","[0, 1, 0, 0, 0, 0, 0]"
4396,"['I', ""'ve"", 'been', 'watching', 'them', 'all', 'day', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
4397,"['You', 'could', ""n't"", 'find', 'two', 'people', 'who', 'are', 'less', 'like', 'us', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4398,"['And', 'they', ""'ve"", 'got', 'this', 'son', '--', 'I', 'saw', 'him', 'kicking', 'his', 'mother', 'all', 'the', 'way', 'up', 'the', 'street', ',', 'screaming', 'for', 'sweets', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4399,"['Harry', 'Potter', 'come', 'and', 'live', 'here', '!', '""']","[1, 2, 0, 0, 0, 0, 0, 0]"
4400,"['""', 'It', ""'s"", 'the', 'best', 'place', 'for', 'him', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4401,"['said', 'Dumbledore', 'firmly', '.']","[0, 1, 0, 0]"
4402,"['""', 'His', 'aunt', 'and', 'uncle', 'will', 'be', 'able', 'to', 'explain', 'everything', 'to', 'him', 'when', 'he', ""'s"", 'older', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4403,"['I', ""'ve"", 'written', 'them', 'a', 'letter', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
4404,"['""', 'A', 'letter', '?', '""']","[0, 0, 0, 0, 0]"
